classes;matiere;date;trimestre;sur;coeff;note;eleve_id;prof_id;niveau;niveau_de_classe;note_ponderee
1A;Hist-Géo/EMC;2024-05-20;Trimestre 3;20;1.0;19.0;BLa3p_eiISSBdv6nJfXWXWoD72Q7YiK1uYJwjlJz9Jc;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;19.0
1A;Français;2024-05-21;Trimestre 3;20;2.0;18.0;BLa3p_eiISSBdv6nJfXWXWoD72Q7YiK1uYJwjlJz9Jc;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;36.0
1A;Français;2024-05-21;Trimestre 3;20;1.0;15.0;BLa3p_eiISSBdv6nJfXWXWoD72Q7YiK1uYJwjlJz9Jc;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;15.0
1A;SPC;2024-05-22;Trimestre 3;10;1.0;5.0;BLa3p_eiISSBdv6nJfXWXWoD72Q7YiK1uYJwjlJz9Jc;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;10.0
1A;SPC;2024-05-22;Trimestre 3;20;2.0;15.0;BLa3p_eiISSBdv6nJfXWXWoD72Q7YiK1uYJwjlJz9Jc;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;30.0
1A;Mathématiques;2024-05-22;Trimestre 3;20;0.5;20.0;BLa3p_eiISSBdv6nJfXWXWoD72Q7YiK1uYJwjlJz9Jc;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;10.0
1A;Mathématiques;2024-03-21;Trimestre 3;5;0.2;5.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;4.0
1A;Mathématiques;2024-03-26;Trimestre 3;5;0.2;4.5;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;3.6
1A;SPC;2024-03-30;Trimestre 3;10;1.0;8.25;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;16.5
1A;Espagnol;2024-04-04;Trimestre 3;20;1.0;17.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;17.0
1A;Mathématiques;2024-04-08;Trimestre 3;20;1.0;;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;nan
1A;Hist-Géo/EMC;2024-04-14;Trimestre 3;20;2.0;13.5;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;27.0
1A;SPC;2024-04-15;Trimestre 3;20;1.0;19.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;19.0
1A;Anglais;2024-04-15;Trimestre 3;20;0.5;;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;nan
1A;Français;2024-04-23;Trimestre 3;20;2.0;14.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;28.0
1A;Mathématiques;2024-04-25;Trimestre 3;20;1.0;11.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;11.0
1A;Hist-Géo/EMC;2024-05-11;Trimestre 3;20;2.0;15.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;30.0
1A;Hist-Géo/EMC;2024-05-11;Trimestre 3;10;1.0;8.5;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;17.0
1A;Arabe;2024-05-13;Trimestre 3;20;2.0;16.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;32.0
1A;Arabe;2024-05-13;Trimestre 3;20;1.0;16.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;16.0
1A;Arabe;2024-05-13;Trimestre 3;20;2.0;10.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;20.0
1A;SPC;2024-05-13;Trimestre 3;20;1.0;16.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;16.0
1A;SVT;2024-05-15;Trimestre 3;20;1.0;19.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;19.0
1A;SVT;2024-05-15;Trimestre 3;20;1.0;19.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;19.0
1A;SVT;2024-05-15;Trimestre 3;20;1.0;20.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;20.0
1A;Arabe;2024-05-15;Trimestre 3;20;1.0;10.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;10.0
1A;Anglais;2024-05-15;Trimestre 3;20;2.0;16.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;32.0
1A;Espagnol;2024-05-16;Trimestre 3;20;2.0;19.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;38.0
1A;Espagnol;2024-05-16;Trimestre 3;20;2.0;19.5;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;39.0
1A;EPS;2024-05-17;Trimestre 3;20;1.0;;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8;lycée;Première;nan
1A;Anglais;2024-05-19;Trimestre 3;20;2.0;16.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;32.0
1A;Anglais;2024-05-19;Trimestre 3;20;2.0;12.5;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;25.0
1A;Hist-Géo/EMC;2024-05-20;Trimestre 3;20;1.0;16.5;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;16.5
1A;Français;2024-05-21;Trimestre 3;20;2.0;17.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;34.0
1A;Français;2024-05-21;Trimestre 3;20;1.0;14.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;14.0
1A;SPC;2024-05-22;Trimestre 3;10;1.0;;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;nan
1A;SPC;2024-05-22;Trimestre 3;20;2.0;13.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;26.0
1A;Mathématiques;2024-05-22;Trimestre 3;20;0.5;18.0;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;9.0
1B/C;Français;2024-03-13;Trimestre 3;20;1.0;14.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;ZVhgfP8y0nH_qkI8EIYIqf1PQ2BBu5wVRjbA2WUYW-A;lycée;Première;14.0
1B/C;SES;2024-03-18;Trimestre 3;20;2.0;2.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;lycée;Première;4.0
1B/C;Hist-Géo/EMC;2024-03-20;Trimestre 3;20;2.0;6.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;12.0
1B/C;Mathématiques;2024-03-28;Trimestre 3;20;3.0;1.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;PTjbz9bkuijqvOpCGAMANH4KbbF3p9S2aB6O_9x6Ttg;lycée;Première;3.0
1B/C;Arabe;2024-04-02;Trimestre 3;20;1.0;15.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;15.0
1B/C;SES;2024-04-04;Trimestre 3;20;2.0;2.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;lycée;Première;4.0
1B/C;Hist-Géo/EMC;2024-04-08;Trimestre 3;20;1.0;3.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo;lycée;Première;3.0
1B/C;Arabe;2024-04-09;Trimestre 3;20;2.0;15.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;30.0
1B/C;Hist-Géo/EMC;2024-04-10;Trimestre 3;20;1.0;4.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo;lycée;Première;4.0
1B/C;Anglais;2024-04-16;Trimestre 3;20;0.5;3.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;1.5
1B/C;Hist-Géo/EMC;2024-04-18;Trimestre 3;5;1.0;2.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo;lycée;Première;8.0
1B/C;Hist-Géo/EMC;2024-04-24;Trimestre 3;20;0.5;3.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo;lycée;Première;1.5
1B/C;Hist-Géo/EMC;2024-04-25;Trimestre 3;5;1.0;4.5;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo;lycée;Première;18.0
1B/C;Mathématiques;2024-05-02;Trimestre 3;20;3.0;;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;PTjbz9bkuijqvOpCGAMANH4KbbF3p9S2aB6O_9x6Ttg;lycée;Première;nan
1B/C;SPC;2024-05-09;Trimestre 3;20;2.0;14.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;28.0
1B/C;Hist-Géo/EMC;2024-05-11;Trimestre 3;20;2.0;2.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;4.0
1B/C;Arabe;2024-05-13;Trimestre 3;20;1.0;16.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;16.0
1B/C;SVT;2024-05-15;Trimestre 3;20;1.0;20.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;20.0
1B/C;SES;2024-05-15;Trimestre 3;20;2.0;;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;lycée;Première;nan
1B/C;Anglais;2024-05-15;Trimestre 3;20;2.0;7.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;14.0
1B/C;Mathématiques;2024-05-16;Trimestre 3;20;2.0;;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;PTjbz9bkuijqvOpCGAMANH4KbbF3p9S2aB6O_9x6Ttg;lycée;Première;nan
1B/C;Hist-Géo/EMC;2024-05-16;Trimestre 3;20;1.0;12.5;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;12.5
1B/C;Anglais;2024-05-17;Trimestre 3;20;2.0;3.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;6.0
1B/C;Anglais;2024-05-18;Trimestre 3;20;2.0;7.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;14.0
1B/C;EPS;2024-05-26;Trimestre 3;20;1.0;15.0;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;B7GrK5swbxBAbPSyCFdGyKo3cQMRXm5VsdgINHUeWLA;lycée;Première;15.0
1B/C;SES;2024-03-18;Trimestre 3;20;2.0;15.5;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;lycée;Première;31.0
1B/C;Hist-Géo/EMC;2024-03-25;Trimestre 3;20;2.0;12.5;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;NaTUeIaRZA9cPVkJaVYXHesRe7jqnQ2GpN6t1ycqJz8;lycée;Première;25.0
1B/C;Mathématiques;2024-03-28;Trimestre 3;20;3.0;6.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;PTjbz9bkuijqvOpCGAMANH4KbbF3p9S2aB6O_9x6Ttg;lycée;Première;18.0
1B/C;Français;2024-03-29;Trimestre 3;20;0.5;9.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;o-CqBI-hQySHQ_mc2QMhTTATJcSs8FvHu2-TwcWKGsg;lycée;Première;4.5
1B/C;Arabe;2024-04-02;Trimestre 3;20;1.0;12.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;12.0
1B/C;SES;2024-04-04;Trimestre 3;20;2.0;7.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;lycée;Première;14.0
1B/C;Français;2024-04-08;Trimestre 3;20;1.0;0.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;o-CqBI-hQySHQ_mc2QMhTTATJcSs8FvHu2-TwcWKGsg;lycée;Première;0.0
1B/C;Arabe;2024-04-09;Trimestre 3;20;2.0;13.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;26.0
1B/C;Anglais;2024-04-15;Trimestre 3;20;0.5;19.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;9.5
1B/C;Français;2024-04-15;Trimestre 3;20;2.0;10.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;o-CqBI-hQySHQ_mc2QMhTTATJcSs8FvHu2-TwcWKGsg;lycée;Première;20.0
1B/C;SPC;2024-04-16;Trimestre 3;20;1.0;15.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;15.0
1B/C;Français;2024-04-23;Trimestre 3;20;0.5;0.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;o-CqBI-hQySHQ_mc2QMhTTATJcSs8FvHu2-TwcWKGsg;lycée;Première;0.0
1B/C;Mathématiques;2024-05-02;Trimestre 3;20;3.0;15.75;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;PTjbz9bkuijqvOpCGAMANH4KbbF3p9S2aB6O_9x6Ttg;lycée;Première;47.25
1B/C;SPC;2024-05-07;Trimestre 3;20;1.0;14.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;14.0
1B/C;Arabe;2024-05-13;Trimestre 3;20;1.0;14.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;14.0
1B/C;SVT;2024-05-15;Trimestre 3;20;1.0;20.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;20.0
1B/C;SES;2024-05-15;Trimestre 3;20;2.0;4.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;lycée;Première;8.0
1B/C;Anglais;2024-05-15;Trimestre 3;20;2.0;18.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;36.0
1B/C;Mathématiques;2024-05-16;Trimestre 3;20;2.0;13.5;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;PTjbz9bkuijqvOpCGAMANH4KbbF3p9S2aB6O_9x6Ttg;lycée;Première;27.0
1B/C;Anglais;2024-05-17;Trimestre 3;20;2.0;19.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;38.0
1B/C;Anglais;2024-05-18;Trimestre 3;20;2.0;19.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;9SKAZVd_e50ujms6tkEJP9e_afvdckaaz3GN09KWnlU;lycée;Première;38.0
1B/C;Hist-Géo/EMC;2024-05-19;Trimestre 3;20;2.0;14.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;NaTUeIaRZA9cPVkJaVYXHesRe7jqnQ2GpN6t1ycqJz8;lycée;Première;28.0
1B/C;Hist-Géo/EMC;2024-05-19;Trimestre 3;10;1.0;;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;NaTUeIaRZA9cPVkJaVYXHesRe7jqnQ2GpN6t1ycqJz8;lycée;Première;nan
1B/C;Hist-Géo/EMC;2024-05-19;Trimestre 3;20;1.0;1.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;NaTUeIaRZA9cPVkJaVYXHesRe7jqnQ2GpN6t1ycqJz8;lycée;Première;1.0
1B/C;Hist-Géo/EMC;2024-05-19;Trimestre 3;20;2.0;16.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;NaTUeIaRZA9cPVkJaVYXHesRe7jqnQ2GpN6t1ycqJz8;lycée;Première;32.0
1B/C;Hist-Géo/EMC;2024-05-19;Trimestre 3;10;1.0;;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;NaTUeIaRZA9cPVkJaVYXHesRe7jqnQ2GpN6t1ycqJz8;lycée;Première;nan
1B/C;Hist-Géo/EMC;2024-05-19;Trimestre 3;20;2.0;18.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;NaTUeIaRZA9cPVkJaVYXHesRe7jqnQ2GpN6t1ycqJz8;lycée;Première;36.0
1B/C;Hist-Géo/EMC;2024-05-19;Trimestre 3;20;0.5;20.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;NaTUeIaRZA9cPVkJaVYXHesRe7jqnQ2GpN6t1ycqJz8;lycée;Première;10.0
1B/C;SPC;2024-05-20;Trimestre 3;10;1.0;6.5;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;13.0
1B/C;SPC;2024-05-20;Trimestre 3;10;1.0;7.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;14.0
1B/C;SPC;2024-05-20;Trimestre 3;10;1.0;;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;nan
1B/C;SPC;2024-05-20;Trimestre 3;20;2.0;4.5;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;9.0
1B/C;SPC;2024-05-20;Trimestre 3;10;1.0;6.5;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;13.0
1B/C;Français;2024-05-20;Trimestre 3;20;2.0;10.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;o-CqBI-hQySHQ_mc2QMhTTATJcSs8FvHu2-TwcWKGsg;lycée;Première;20.0
1B/C;EPS;2024-05-26;Trimestre 3;20;1.0;13.0;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;B7GrK5swbxBAbPSyCFdGyKo3cQMRXm5VsdgINHUeWLA;lycée;Première;13.0
1B/C;Espagnol;2024-03-13;Trimestre 3;20;0.5;14.09;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;Oi7HZWYmnyMdn-1MnkX3EHgmkK7U15UBK6zZFKYbJsA;lycée;Première;7.045
1B/C;Français;2024-03-13;Trimestre 3;20;1.0;17.0;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;ZVhgfP8y0nH_qkI8EIYIqf1PQ2BBu5wVRjbA2WUYW-A;lycée;Première;17.0
1B/C;Espagnol;2024-03-16;Trimestre 3;18;1.0;12.5;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;Oi7HZWYmnyMdn-1MnkX3EHgmkK7U15UBK6zZFKYbJsA;lycée;Première;13.88888888888889
1B/C;SES;2024-03-18;Trimestre 3;20;2.0;14.0;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;lycée;Première;28.0
1B/C;Hist-Géo/EMC;2024-03-20;Trimestre 3;3;1.0;1.0;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo;lycée;Première;6.666666666666666
1B/C;Hist-Géo/EMC;2024-03-20;Trimestre 3;20;2.0;6.5;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;13.0
1B/C;Hist-Géo/EMC;2024-03-21;Trimestre 3;10;1.0;3.5;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;7.0
1B/C;Anglais;2024-03-25;Trimestre 3;20;2.0;17.0;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;34.0
1B/C;Mathématiques;2024-03-28;Trimestre 3;20;3.0;13.5;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;PTjbz9bkuijqvOpCGAMANH4KbbF3p9S2aB6O_9x6Ttg;lycée;Première;40.5
