classes;matiere;date;trimestre;sur;coeff;note;eleve_id;prof_id;niveau;niveau_de_classe;note_ponderee
1A;Espagnol;2023-11-30;Trimestre 1;20;2.0;19.0;-apglKHWvlC1l3Iar9i0OLDsJegtfjEoln1nkM9GlQw;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;38.0
1A;SVT;2023-12-01;Trimestre 1;20;2.0;17.0;-apglKHWvlC1l3Iar9i0OLDsJegtfjEoln1nkM9GlQw;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;34.0
1A;SPC;2023-12-04;Trimestre 1;20;2.0;10.0;-apglKHWvlC1l3Iar9i0OLDsJegtfjEoln1nkM9GlQw;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;20.0
1A;Hist-Géo/EMC;2023-12-05;Trimestre 1;20;1.0;9.0;-apglKHWvlC1l3Iar9i0OLDsJegtfjEoln1nkM9GlQw;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;9.0
1A;Français;2023-12-06;Trimestre 1;20;1.0;13.0;-apglKHWvlC1l3Iar9i0OLDsJegtfjEoln1nkM9GlQw;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;13.0
1A;Français;2023-09-21;Trimestre 1;20;1.0;16.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;16.5
1A;SPC;2023-09-25;Trimestre 1;20;0.5;13.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;6.5
1A;Mathématiques;2023-09-26;Trimestre 1;20;1.0;20.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;20.0
1A;Hist-Géo/EMC;2023-09-27;Trimestre 1;10;1.0;7.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;14.0
1A;SPC;2023-10-05;Trimestre 1;10;1.0;7.25;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;14.5
1A;SPC;2023-10-05;Trimestre 1;10;1.0;8.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;17.0
1A;Hist-Géo/EMC;2023-10-09;Trimestre 1;20;2.0;18.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;37.0
1A;Mathématiques;2023-10-17;Trimestre 1;20;1.0;17.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;17.5
1A;SPC;2023-10-18;Trimestre 1;20;2.0;14.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;28.0
1A;Anglais;2023-10-29;Trimestre 1;20;2.0;17.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;35.0
1A;Hist-Géo/EMC;2023-11-03;Trimestre 1;5;1.0;4.25;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;17.0
1A;SVT;2023-11-07;Trimestre 1;20;2.0;18.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;36.0
1A;Anglais;2023-11-07;Trimestre 1;20;1.0;17.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;17.0
1A;SPC;2023-11-13;Trimestre 1;20;1.0;14.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;14.5
1A;HG Arabe;2023-11-17;Trimestre 1;20;1.0;19.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;lycée;Première;19.0
1A;Français;2023-11-20;Trimestre 1;20;2.0;13.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;26.0
1A;EPS;2023-11-23;Trimestre 1;20;1.0;18.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8;lycée;Première;18.0
1A;Anglais;2023-11-23;Trimestre 1;20;1.0;18.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;18.0
1A;Anglais;2023-11-24;Trimestre 1;20;2.0;18.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;37.0
1A;HG Arabe;2023-11-24;Trimestre 1;20;1.0;17.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;lycée;Première;17.5
1A;Anglais;2023-11-26;Trimestre 1;20;2.0;19.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;38.0
1A;Arabe;2023-11-27;Trimestre 1;20;1.0;17.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;17.0
1A;Arabe;2023-11-27;Trimestre 1;20;1.0;17.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;17.0
1A;SPC;2023-11-27;Trimestre 1;20;2.0;18.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;36.0
1A;Mathématiques;2023-11-28;Trimestre 1;30;1.0;23.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;15.333333333333334
1A;Anglais;2023-11-29;Trimestre 1;20;1.0;18.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;lycée;Première;18.0
1A;Hist-Géo/EMC;2023-11-29;Trimestre 1;20;2.0;19.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;38.0
1A;SVT;2023-12-01;Trimestre 1;20;2.0;15.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;30.0
1A;SPC;2023-12-04;Trimestre 1;20;2.0;17.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;34.0
1A;Hist-Géo/EMC;2023-12-05;Trimestre 1;20;1.0;17.5;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;17.5
1A;Français;2023-12-06;Trimestre 1;20;1.0;14.0;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;14.0
1A;Français;2023-09-21;Trimestre 1;20;1.0;17.5;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;17.5
1A;SPC;2023-09-25;Trimestre 1;20;0.5;13.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;6.5
1A;Mathématiques;2023-09-26;Trimestre 1;20;1.0;12.5;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;12.5
1A;Hist-Géo/EMC;2023-09-27;Trimestre 1;10;1.0;6.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;12.0
1A;Arabe;2023-10-04;Trimestre 1;20;2.0;17.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;34.0
1A;SPC;2023-10-05;Trimestre 1;10;1.0;8.75;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;17.5
1A;SPC;2023-10-05;Trimestre 1;10;1.0;8.5;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;17.0
1A;Hist-Géo/EMC;2023-10-09;Trimestre 1;20;2.0;14.5;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;29.0
1A;Espagnol;2023-10-10;Trimestre 1;10;1.0;10.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;20.0
1A;Espagnol;2023-10-12;Trimestre 1;20;1.0;19.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;19.0
1A;Mathématiques;2023-10-17;Trimestre 1;20;1.0;6.5;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;6.5
1A;SPC;2023-10-18;Trimestre 1;20;2.0;6.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;12.0
1A;Hist-Géo/EMC;2023-10-18;Trimestre 1;20;0.5;13.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;6.5
1A;Hist-Géo/EMC;2023-11-03;Trimestre 1;5;1.0;4.5;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;18.0
1A;SVT;2023-11-07;Trimestre 1;20;2.0;19.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;38.0
1A;Anglais;2023-11-07;Trimestre 1;20;1.0;19.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;19.0
1A;SPC;2023-11-13;Trimestre 1;20;1.0;16.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;16.0
1A;Arabe;2023-11-16;Trimestre 1;20;1.0;14.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;14.0
1A;Arabe;2023-11-16;Trimestre 1;20;2.0;15.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;30.0
1A;Hist-Géo/EMC;2023-11-17;Trimestre 1;20;1.0;17.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;17.0
1A;Français;2023-11-20;Trimestre 1;20;2.0;10.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;20.0
1A;EPS;2023-11-23;Trimestre 1;20;1.0;16.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8;lycée;Première;16.0
1A;Anglais;2023-11-23;Trimestre 1;20;1.0;18.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;18.0
1A;SPC;2023-11-27;Trimestre 1;20;2.0;13.5;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;27.0
1A;Hist-Géo/EMC;2023-11-27;Trimestre 1;14;0.5;9.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;6.428571428571429
1A;Mathématiques;2023-11-28;Trimestre 1;30;1.0;9.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;6.0
1A;Hist-Géo/EMC;2023-11-29;Trimestre 1;20;2.0;15.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;30.0
1A;Espagnol;2023-11-30;Trimestre 1;20;2.0;20.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;40.0
1A;SVT;2023-12-01;Trimestre 1;20;2.0;18.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;36.0
1A;SPC;2023-12-04;Trimestre 1;20;2.0;7.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;14.0
1A;Hist-Géo/EMC;2023-12-05;Trimestre 1;20;1.0;17.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;17.0
1A;Français;2023-12-06;Trimestre 1;20;1.0;15.0;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;15.0
1A;Français;2023-09-21;Trimestre 1;20;1.0;10.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;10.0
1A;SPC;2023-09-25;Trimestre 1;20;0.5;14.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;7.0
1A;Mathématiques;2023-09-26;Trimestre 1;20;1.0;2.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;2.0
1A;Hist-Géo/EMC;2023-09-27;Trimestre 1;10;1.0;9.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;18.0
1A;Arabe;2023-10-04;Trimestre 1;20;2.0;10.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;20.0
1A;SPC;2023-10-05;Trimestre 1;10;1.0;9.25;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;18.5
1A;SPC;2023-10-05;Trimestre 1;10;1.0;7.75;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;15.5
1A;Hist-Géo/EMC;2023-10-09;Trimestre 1;20;2.0;7.5;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;15.0
1A;Espagnol;2023-10-10;Trimestre 1;10;1.0;7.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;14.0
1A;Espagnol;2023-10-12;Trimestre 1;20;1.0;13.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;13.0
1A;Mathématiques;2023-10-17;Trimestre 1;20;1.0;1.5;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;1.5
1A;SPC;2023-10-18;Trimestre 1;20;2.0;5.5;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;11.0
1A;Hist-Géo/EMC;2023-10-18;Trimestre 1;20;0.5;17.5;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;8.75
1A;Hist-Géo/EMC;2023-11-03;Trimestre 1;5;1.0;4.5;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;18.0
1A;SVT;2023-11-07;Trimestre 1;20;2.0;17.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;34.0
1A;Anglais;2023-11-07;Trimestre 1;20;1.0;15.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;15.0
1A;SPC;2023-11-13;Trimestre 1;20;1.0;14.5;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;14.5
1A;Arabe;2023-11-16;Trimestre 1;20;1.0;12.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;12.0
1A;Arabe;2023-11-16;Trimestre 1;20;2.0;10.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;20.0
1A;Hist-Géo/EMC;2023-11-17;Trimestre 1;20;1.0;16.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;16.0
1A;Français;2023-11-20;Trimestre 1;20;2.0;9.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;18.0
1A;EPS;2023-11-23;Trimestre 1;20;1.0;18.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8;lycée;Première;18.0
1A;Anglais;2023-11-23;Trimestre 1;20;1.0;12.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;12.0
1A;SPC;2023-11-27;Trimestre 1;20;2.0;8.5;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;17.0
1A;Hist-Géo/EMC;2023-11-27;Trimestre 1;14;0.5;10.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;7.142857142857143
1A;Mathématiques;2023-11-28;Trimestre 1;30;1.0;3.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;2.0
1A;Hist-Géo/EMC;2023-11-29;Trimestre 1;20;2.0;9.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;18.0
1A;Espagnol;2023-11-30;Trimestre 1;20;2.0;17.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;34.0
1A;SVT;2023-12-01;Trimestre 1;20;2.0;16.0;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;32.0
1A;SPC;2023-12-04;Trimestre 1;20;2.0;;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;nan
1A;Hist-Géo/EMC;2023-12-05;Trimestre 1;20;1.0;13.5;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;13.5
1A;Français;2023-12-06;Trimestre 1;20;1.0;;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;nan
1A;Français;2023-09-21;Trimestre 1;20;1.0;9.0;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;9.0
1A;SPC;2023-09-25;Trimestre 1;20;0.5;13.0;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;6.5
1A;Mathématiques;2023-09-26;Trimestre 1;20;1.0;3.0;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;3.0
1A;Hist-Géo/EMC;2023-09-27;Trimestre 1;10;1.0;7.5;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;15.0
1A;Arabe;2023-10-04;Trimestre 1;20;2.0;17.0;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;34.0
1A;SPC;2023-10-05;Trimestre 1;10;1.0;8.0;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;16.0
1A;SPC;2023-10-05;Trimestre 1;10;1.0;8.0;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;16.0
